id,nameWithOwner,description,stargazerCount,forkCount,createdAt,updatedAt,isArchived,isFork,homepageUrl,license,topics,languages,openIssues,ownerType
R_kgDOPNuY5g,rijal028/html-tag-mapper,,1,0,2025-07-16T18:56:46Z,2025-08-08T09:14:20Z,False,False,,MIT License,"code-visualization, developer-productivity, frontend-tools, html, html-structure, syntax-highlighting, vscode-extension, tag-mapping, tap-pairing",JavaScript,0,User
R_kgDOPJ8sCQ,EduardoNovato/cli,"GitFlow CLI is an interactive tool that simplifies GitHub CLI with guided prompts, built-in safety checks, and seamless authentication. Easily create or delete repositories without memorizing complex commands—perfect for developers and teams seeking a smoother workflow.",1,0,2025-07-10T01:18:16Z,2025-07-24T23:00:41Z,False,False,,MIT License,"automation, cli, developer-productivity, github, go, interactive-tool, open-source, workflows",Go,0,User
R_kgDOPGXIUg,KrunalValvi/Fastapi-Dev-Tools,"🛠️ FastAPI utility suite with 6 developer tools - QR codes, markdown, regex testing & more",1,0,2025-07-03T17:13:13Z,2025-12-01T05:48:23Z,False,False,https://dev-utility-api-vault.onrender.com,MIT License,"api, developer-tools, fastapi, python, utilities, base64, developer-productivity, markdown, qr-code, regex","Python, Shell, Dockerfile",0,User
R_kgDOPBolpQ,taj54/ambient-music-vs-extension,🎧 A VS Code extension that auto-plays ambient music to help developers focus. Seamlessly rotates relaxing YouTube tracks while you code. No setup required.,1,0,2025-06-25T12:00:59Z,2025-09-08T13:02:10Z,False,False,https://marketplace.visualstudio.com/items?itemName=taj154dev.ambient-music-vs-extension,MIT License,"ambient-music, autoplay, background-music, developer-productivity, focus-mode, music, typescript, vscode-extension, workflow-enhancement, youtube-player","TypeScript, HTML",0,User
R_kgDOPAZ6Iw,malharchauhan7/devone.space,"devone.space is a client-side web app offering a growing collection of 79+ essential tools built for developers, designers, and creators — all in one clean, categorized interface. No ads, no tracking, just speed.",1,0,2025-06-23T11:55:28Z,2025-06-30T19:04:56Z,False,False,https://www.devone.space/,,"ai, ai-tools, dev-tools, developer, developer-productivity, developer-tools, devtools, hashing, image-conversion, json",,0,User
R_kgDOOnr2Tg,AyrtonSenna-coder/ai-dev-standards-initiative,"A suite of documents defining standards and frameworks for effective, responsible, and high-quality AI-assisted software development.",1,1,2025-05-10T12:26:43Z,2025-06-04T01:44:27Z,False,False,,Creative Commons Attribution Share Alike 4.0 International,"ai, ai-assisted-development, ai-dev-bible, ai-ethics, best-practices, developer-productivity, framework, human-ai-collaboration, it-project-management, knowledge-management",,0,User
R_kgDOOfpG-g,chrisgeo/dev-health-ops,Developer Teams and Individual SPACE-like metrics,1,0,2025-04-25T14:13:51Z,2025-12-28T21:55:49Z,False,False,,"BSD 3-Clause ""New"" or ""Revised"" License","developer-experience, developer-productivity, mergestat, space-metrics, developer-heal, development-health","Python, Mako, JavaScript, Dockerfile, Shell, TypeScript",0,User
R_kgDOOHajyg,three-horizon-ai/Three-Horizons-AI-Developer-Platform,"Integration playbook unifying Azure, Developer Hub, and GitHub to revolutionize developer experience through advanced platform engineering. Features comprehensive architectures, guides, and templates for building a seamless development ecosystem.",1,0,2025-03-12T13:22:38Z,2025-12-10T17:37:44Z,False,False,https://threehorizon.ai,MIT License,"agent-mode, agentic-ai, agentic-devops, ai-developer-tools, ai-development, azure, developer-hub, developer-productivity, github-copilot, gitub","Shell, Bicep, Python, Mermaid, JavaScript, Dockerfile, HTML, PowerShell",0,Organization
R_kgDONJbhRQ,AccursedGalaxy/streakode,🚀 Advanced Git analytics & search CLI | Explore commit history with lightning-fast fuzzy search | Track coding patterns & streaks | Built in Go,1,1,2024-11-02T13:12:08Z,2025-02-14T17:04:53Z,False,False,,MIT License,"cli-app, coding-stats, commit-history, developer-productivity, developer-tools, fuzzy-search, git-history, git-search, git-statistics, golang","Makefile, Go, Shell",0,User
R_kgDOMhzHlA,ChadProbert/dev-trends,"Trends today, skills tomorrow.",1,0,2024-08-10T15:03:48Z,2024-10-01T11:38:32Z,False,False,,,"developer-productivity, development-trends","Python, CSS, JavaScript, HTML, Dockerfile",0,User
R_kgDOMXaHvQ,reegen66/gprsa,"Automate GitHub private repository setup with Python. Streamline project initialization, .gitignore management, and initial commits. Save time and ensure consistency across multiple projects.",1,1,2024-07-17T06:02:06Z,2024-08-18T03:25:09Z,False,False,https://github.com/reegen66/gprsa,,"developer-productivity, github-automation, private-repositories, private-repository, github-api-project-initialization, python-git-setup, time-saving-scripts","Python, Shell",0,User
R_kgDOMOEZyA,trevorjamesmartin/nixos-config,NixOS Hyprland rice,1,0,2024-06-25T18:01:20Z,2025-01-23T23:48:17Z,False,False,,MIT License,"developer-productivity, development-environment, hyprland-rice, nixos-configuration","Nix, Shell, CSS, Lua",0,User
R_kgDOJ0vlhA,Timonwa/key-pal-vault,A web application that helps developer teams securely manage sensitive data amongst themselves.,1,0,2023-06-27T14:03:54Z,2024-05-30T23:27:29Z,False,False,https://keypalvault.vercel.app,GNU General Public License v3.0,"hackathon-project, developer-productivity, developer-tools","JavaScript, SCSS",0,User
R_kgDOJVfHEQ,MauricioSor/Reloj-Js,"This's an application web created with CSS3 Javascript and Bootstrap v5.3. This project consists in a Clock using Methodology BOM and DOM, it's a challenge of Rolling Code for increment knowledge about logically with Javascript.",1,0,2023-04-11T15:56:03Z,2024-05-02T15:44:54Z,False,False,https://stupendous-chimera-f2dca8.netlify.app/,,"clock, developer-productivity, junior-developer, practice-project, practice-projects","CSS, HTML, JavaScript",0,User
R_kgDOIn7JGQ,justinmtech/Minecraft-Dev-Resources,Resources for Minecraft devs.,1,0,2022-12-15T18:56:31Z,2022-12-15T20:48:09Z,False,False,,,"efficiency, learning, minecraft, plugin-development, resources, spigot, books, courses, developer-productivity, educational",,0,User
R_kgDOHv8njA,marcellodesales/aws-sam-server-docker,Dockerized version of AWS SAM API Server on a Docker Container!,1,0,2022-08-01T09:05:46Z,2022-08-08T16:24:06Z,False,False,,Apache License 2.0,"aws, sam, developer-productivity, docker, docker-compose, lambda, localhost, step-functions",Dockerfile,0,User
R_kgDOGWLArg,oliyh/fast-feedback,A presentation giving guidance on how to optimise your feedback loop and improve efficiency,1,0,2021-11-08T15:58:34Z,2021-11-08T17:22:52Z,False,False,https://oliyh.github.io/fast-feedback,,"feedback, optimisation, developer-productivity","HTML, CSS, JavaScript",0,User
R_kgDOGUu6wg,swalahamani/the-dev-guide,The Dev Guide: A Comprehensive Guide for Developers by Yet Another Developer,1,0,2021-11-03T22:03:03Z,2023-03-04T10:07:27Z,False,False,https://thedevguide.swalahamani.com,Other,"developer-productivity, developer-tools, developer-experience","Shell, JavaScript, CSS, TypeScript",0,User
MDEwOlJlcG9zaXRvcnkzODAxODQ0OTE=,Tradeshift/actions-coverage-upload,This is actions-coverage-upload,1,3,2021-06-25T09:09:52Z,2025-12-01T12:49:44Z,False,False,,MIT License,developer-productivity,"JavaScript, TypeScript",1,Organization
MDEwOlJlcG9zaXRvcnkzNTI2ODcwOTU=,Ishoshot/codebooth,VScode's StackOverflow and more...,1,0,2021-03-29T15:12:17Z,2021-06-01T10:35:05Z,False,False,,MIT License,"vscode, vscode-extension, stackoverflow, code, help, communication, developers, developer-productivity, social-network","JavaScript, HTML, CSS, TypeScript, Svelte",0,User
MDEwOlJlcG9zaXRvcnkzMzU5MzYzMDk=,Tradeshift/actions-docker,Docker Github Action,1,14,2021-02-04T11:41:49Z,2025-11-03T09:50:01Z,False,False,,MIT License,developer-productivity,"TypeScript, JavaScript, Dockerfile",1,Organization
MDEwOlJlcG9zaXRvcnkzMjc2ODIxOTc=,jameswalmsley/phabrik,A simple plugin for interacting with Phabricator tasks from Neovim / VIM,1,0,2021-01-07T17:35:28Z,2022-06-10T16:44:07Z,False,False,,,"phabricator, vim, neovim, plugin, workflow, productivity, code-review, developer, developer-productivity, phabricator-tasks","Vim Script, Python, Shell",0,User
MDEwOlJlcG9zaXRvcnkzMDA2OTU5NDY=,AwesomeDevShow/com,"The Awesome Dev Show website, but not the Google Sites version we've started out with. ;)",1,0,2020-10-02T17:56:59Z,2023-10-15T03:14:04Z,False,False,https://www.AwesomeDevShow.com,MIT License,"podcast, development, developer-tools, developer-experience, developer-productivity, developer-portal, developer-tool",,0,Organization
MDEwOlJlcG9zaXRvcnkyNjEyNjg2MDY=,umitkacar/clean-code-devops-patterns,"Comprehensive 2024-2025 development resources: AI/ML (PyTorch, Transformers), Web (Next.js, React), DevOps (K8s, Docker), Web3, and modern software patterns",1,1,2020-05-04T18:48:36Z,2025-11-13T03:24:20Z,False,False,,MIT License,"agile, automation, best-practices, ci-cd, clean-code, code-quality, continuous-deployment, continuous-integration, design-patterns, developer-productivity","HTML, Makefile, Python",0,User
MDEwOlJlcG9zaXRvcnkxOTY3NTI4NjA=,DrewNaylor/HTML-Character-Code-Acquisition-Program,Developer tool to look up HTML character codes/HTML character entities.,1,0,2019-07-13T18:17:02Z,2020-04-09T21:16:37Z,False,False,,GNU General Public License v3.0,"windows-forms, html-character, html-character-entities, developer-tools, developer-productivity-tool, developer-productivity",Visual Basic .NET,5,User
MDEwOlJlcG9zaXRvcnkxOTUxMTY4NTg=,josue/k8s-alpha-deployments,Generate alpha URL deployments on Kubernetes using Helm + Ambassador,1,0,2019-07-03T19:41:38Z,2019-07-03T19:50:10Z,False,False,,,"kubernetes, alpha-release, developer-productivity, developer-environment, kubernetes-deployment, ambassador, helm, testing-ground",Smarty,0,User
MDEwOlJlcG9zaXRvcnkxODgxNjk3OTA=,abrunner94/maia,Maia is a CLI that allows you to execute remote commands on multiple machines at once.,1,0,2019-05-23T05:52:18Z,2023-02-13T21:08:12Z,False,False,,,"cli, golang-tools, reliability, devops, go, golang, site-reliability-engineering, devops-tools, developer-tools, developer-productivity","Makefile, Go",0,User
MDEwOlJlcG9zaXRvcnkxODMwMTEzNzQ=,shashank-joshi/DesignPatternRevisited_Practice,DesignPatternPractice,1,0,2019-04-23T12:34:57Z,2019-05-10T13:59:31Z,False,False,,,"c, csharp, design-patterns, design-pattern, abstract-factory-pattern, command-pattern, singleton-pattern, singleton, asp-net, library",C#,0,Organization
MDEwOlJlcG9zaXRvcnkxNzMyOTI5MzI=,jabrena/the-source-of-truth,The outcome of any Squad is Software stored in Git repositories. Measure the developer contributions using Git metadata.,1,0,2019-03-01T11:43:50Z,2019-03-31T17:23:42Z,False,False,,Apache License 2.0,"metrics, git, metadata-extractor, developer-productivity, work-as-code, robomanager",Java,8,User
R_kgDOQwHp0w,surya19991220/claude-context-engineering-template,"🚀 Streamline context engineering in your codebase with this portable template for optimized, fast issue resolution using Claude Code.",0,0,2025-12-28T14:48:00Z,2025-12-28T14:51:04Z,False,False,https://surya19991220.github.io,,"ai-assisted-development, ai-development, claude, claude-code, code-documentation, code-efficiency, code-navigation, context-engineering, context-management, developer-productivity",,0,User
R_kgDOQuEDvA,Stinger05189/GitAI-Commit,"A modern desktop GUI that uses AI to generate semantic, Conventional Commit messages from your staged git changes.",0,0,2025-12-24T02:28:16Z,2025-12-27T19:57:37Z,False,False,,MIT License,"ai-assistant, ai-commit, customtkinter, developer-productivity, git-tools, openai, python",Python,0,User
R_kgDOQtop3Q,KazeKaze93/repo-inquisitor,"The ultimate CLI for code audits, documentation generation, and those 'what the hell does this file do?' moments.",0,0,2025-12-23T08:33:25Z,2025-12-27T19:08:17Z,False,False,,Apache License 2.0,"automation, cli, code-audit, developer-productivity, llm-context, python, repo-to-text, static-analysis","JavaScript, Python, Shell, TypeScript",0,User
R_kgDOQrpiPA,jzfdav/intent-driven-project-template,"A context-first template for AI-assisted, intent-driven software development",0,0,2025-12-19T11:40:11Z,2025-12-19T13:14:14Z,False,False,,,"ai, context-driven-development, developer-productivity, software-architecture, template, vibe-coding",,0,User
R_kgDOQpakBw,guiadomicroempreendedor-del/cal-sitecodex---calculadora-de-dev-web,dev-pricing-calculator freelancer-pricing-calculator service-pricing-calculator,0,0,2025-12-15T23:42:56Z,2025-12-16T13:51:43Z,False,False,https://cal-sitecodex---calculadora-de-dev-web.pages.dev/,,"calculadora, calculator, dev, developer-productivity, developer-tools, web","TypeScript, HTML",0,User
R_kgDOQnxE3g,hawkify-randall/repl,REPL code execution toolkit,0,0,2025-12-12T21:46:43Z,2025-12-12T21:48:48Z,False,False,,,"code-execution, developer-productivity, javascript, node-js, puppeteer, repl, scraper, scripting-tool",,0,User
R_kgDOQnaPlQ,Mintlord3ttah/devars-open-core,"Devars unifies workflows with a plugin-first CLI, SDKs for JavaScript and Python, and an open-core model that keeps the developer in control.",0,0,2025-12-12T09:41:22Z,2025-12-12T11:43:37Z,False,False,https://devars.vercel.app,MIT License,"devars, developer-arsenal, developer-platform, developer-productivity, developer-tools",,0,User
R_kgDOQnKABw,pavleshuricrlhkf/delete-untitled-actors,Delete untitled actors quickly,0,0,2025-12-11T22:48:57Z,2025-12-11T22:51:01Z,False,False,,,"account-cleanup, actors, automation-script, cleanup-tool, delete, developer-productivity, javascript, nodejs, scraper, untitled",,0,User
R_kgDOQiA22A,chris-patenaude/session-continuity-protocal,"Session Continuity Protocal (SCP): a lightweight protocol to prevent multi-session AI “amnesia” by persisting project state (PMP), decisions (ADR-lite), and no-silent-changes guardrails for consistent, token-efficient continuity.",0,0,2025-12-03T19:02:33Z,2025-12-04T19:34:04Z,False,False,,Other,"adr, agentic-workflows, ai-devtools, context-management, decision-log, developer-productivity, documentation, llm, mcp, project-memory",,0,User
R_kgDOQhPM7Q,garlichck/chatgpt-prompt-for-software-engineer,"High-quality, production-ready ChatGPT prompts for real-world software engineering tasks.",0,0,2025-12-02T16:51:27Z,2025-12-02T17:51:41Z,False,False,,MIT License,"ai-tools, chatgpt, chatgpt-prompts, cicd, developer-productivity, devops, javaprogramming, postgresql, programming-tools, prompt-engineering",,0,User
R_kgDOQfuxxQ,tolitech/Lino,"Public issue and feedback tracker for Lino, the interactive CLI for building modern and scalable applications.",0,0,2025-11-30T12:20:20Z,2025-12-01T14:26:04Z,False,False,https://lino.dev,,"clean-architecture, cli, code-generator, developer-productivity, devtools, lino, scaffolding, tolitech",,0,Organization
R_kgDOQeajRA,recallium-ai/recallium,"Recallium is a local, self-hosted universal AI memory system providing a persistent knowledge layer for developer tools (Copilot, Cursor, Claude Desktop). It eliminates ""AI amnesia"" by automatically capturing, clustering, and surfacing decisions and patterns across all projects. It uses the MCP for universal compatibility and ensures privacy",0,0,2025-11-27T23:31:15Z,2025-11-27T23:37:54Z,False,False,https://recallium.ai,Apache License 2.0,"ai-memory-system, claude-code, claude-desktop, cursor, cursor-ai, cursor-ide, developer-productivity, mcp, mcp-server, self-hosted-ai",,0,User
R_kgDOQeZ2eA,sopnonill87/devinsight-ai,"Production-oriented AI developer tooling for code analysis and automated unit test generation, designed for integration into real engineering workflows via CLI, GitHub Actions, APIs, and a web interface. Built with Next.js, OpenAI, and a custom orchestration layer to support automation-first software development.",0,0,2025-11-27T22:52:54Z,2025-12-13T13:55:50Z,False,False,https://devinsight-ai.vercel.app,,"ai-tools, artificial-intelligence, automation, ci-cd, cli-tool, developer-productivity, developer-tools, github-actions, large-language-models, llm","TypeScript, CSS, JavaScript, PHP, Python",0,User
R_kgDOQcV6xA,stevei101/antigravity-boots,"Supercharge your Antigravity IDE experience. A comprehensive toolkit combining semantic search, autonomous agent workflows, and data analytics to bridge the gap between your code and your cloud infrastructure",0,0,2025-11-24T22:46:38Z,2025-12-09T01:28:30Z,False,False,,,"ai-agents, antigravity, developer-productivity, mcp, rag, vector-search",TypeScript,4,User
R_kgDOQZALfQ,roshansingh893/Developers-Dashboard,"A Spring Boot backend that analyzes developer productivity, GitHub activity, and commit insights with JWT security and Docker support.",0,0,2025-11-19T16:51:40Z,2025-12-02T10:27:09Z,False,False,,,"backend, developer-productivity, java, spring-boot","Dockerfile, Java",0,User
R_kgDOQWT68Q,yksanjo/sprint-sync-dashboard,"🚀 Developer productivity tool that aggregates sprint health metrics     across GitHub, Jira/Linear, and Slack. Daily summaries, real-time     alerts, and interactive commands.",0,0,2025-11-15T15:54:34Z,2025-12-01T11:38:30Z,False,False,,MIT License,"developer-productivity, devops, github-actions, jira-integration, linear-integration, nodejs, analytics, dashboard, data-visualization, open-source","TypeScript, Dockerfile, HTML, CSS",0,User
R_kgDOQVZhtA,princeyohann/stoic-mcp,"🧘♂️ Deliver Stoic quotes with AI-driven insights via the DeepSeek API, enhancing developer well-being through practical wisdom and live training support.",0,0,2025-11-14T03:39:23Z,2025-12-29T04:41:41Z,False,False,,MIT License,"ai-tools, anthropic, claude-mcp, deepseek-api, developer-experience, developer-productivity, mcp-server, mcp-servers-directory, model-context-protocol, stoicism","TypeScript, JavaScript",0,User
R_kgDOQUygUA,manj-h/vscode-clean-setup-for-developers,"Optimized VS Code Settings for Full-Stack, Frontend, and Backend Development.",0,0,2025-11-13T07:29:38Z,2025-11-15T08:15:03Z,False,False,,GNU General Public License v3.0,"backend-development, developer-setup, developer-tools, eslint, frontend-development, fullstack-development, javascript, nestjs, nodejs, prettier",,0,User
R_kgDOQRLBsw,Ketbome/git-contributions-importer,"Mirror contributions from any Git repositories (GitHub, GitLab, Bitbucket, private/work repos) to your GitHub profile. Creates timestamped activity markers without exposing code.",0,0,2025-11-07T13:12:28Z,2025-11-07T13:22:28Z,False,False,,,"activity-tracker, bash-script, bitbucket, commit-history, contribution-graph, contributions, developer-productivity, developer-profile, developer-tools, git",Shell,0,User
R_kgDOQNYBBw,FyefoxxM/portkiller,"A simple Python tool to close off those pesky ""Port in Use"" errors through a force close.",0,0,2025-11-01T15:50:38Z,2025-11-01T16:09:46Z,False,False,,MIT License,"cli, command-line-tool, cross-platform, dev-tools, developer-productivity, developer-tools, port-management, process-management, productivity, python","Python, Shell",0,User
R_kgDOQNM_ow,atman-33/vscode-explorer-bookmark-tree,"VS Code extension that adds a persistent bookmark tree to Explorer so you can pin, organize, and reopen frequently used files and folders instantly.",0,0,2025-11-01T08:02:25Z,2025-11-13T12:42:13Z,False,False,https://marketplace.visualstudio.com/items?itemName=atman-dev.explorer-bookmark-tree,MIT License,"bookmarks, developer-productivity, vscode-extension","TypeScript, HTML, CSS",0,User
R_kgDOQH_p4A,timothywarner-org/stoic-mcp,Model Context Protocol server delivering Stoic philosophy quotes with AI-powered explanations. Demonstrates CRUD operations and progression from local JSON to Azure Cosmos DB. Built for live training engagements.,0,0,2025-10-23T19:13:54Z,2025-11-19T01:15:10Z,False,False,https://techtrainertim.com,MIT License,"ai-tools, anthropic, claude-mcp, deepseek-api, developer-experience, developer-productivity, mcp-server, mcp-servers-directory, model-context-protocol, stoicism","TypeScript, JavaScript",0,Organization
R_kgDOP99x8Q,gabrielfeo/develocity-ci-injection-github-actions,Auto-injection of Develocity into Gradle builds at self-hosted GitHub Actions runners,0,0,2025-10-07T15:15:45Z,2025-10-14T17:43:34Z,False,False,,,"develocity, developer-productivity, github-actions, gradle, observability",Shell,0,User
R_kgDOP8z84Q,strohcj/era-aware-defect-forecasting,"Era-aware, biweekly release-aligned forecasting (sum-to-next-release) with ActiveDevelopers capacity coupling and topic alignment.",0,0,2025-10-05T20:57:13Z,2025-11-01T21:11:23Z,False,False,https://doi.org/10.5281/zenodo.17298533,Other,"active-developers, bertopic, capacity-planning, developer-productivity, forecasting, pytorch, release-engineering, representation-learning, software-analytics, time-series","Python, Jupyter Notebook",0,User
R_kgDOP4belQ,flyingrobots/draft-punks,"🎼 Draft Punks — A GitHub workflow that transforms CodeRabbit’s flood of PR comments into a structured Markdown worksheet. Enforces Accepted/Rejected decisions with a pre-push hook, and syncs responses back to GitHub. Harder. Better. Faster. Structured.",0,0,2025-09-28T13:12:40Z,2025-09-29T10:12:38Z,False,False,,Other,"code-review, coderabbit, developer-productivity, github-actions, markdown, pre-push-hook, workflow-automation, coderabbitai, codereview-tools, structured-feedback",Python,0,User
R_kgDOP0gIbQ,chrisBrookes93/devstash,Persistent dev-time caching of slow/expensive Python code. Skip API calls & heavy processing with a simple # @devstash marker.,0,0,2025-09-22T08:49:24Z,2025-09-24T04:17:16Z,False,False,,MIT License,"caching-library, developer-productivity, developer-tools, development, mocking","Python, Shell",0,User
R_kgDOPu1rRg,Blacksujit/Code-Quality-Intelligent_Agent,"An AI-powered agent that analyzes multi-language codebases, identifies quality issues, and produces actionable reports with explanations, fix suggestions, prioritization, hotspots, and interactive Q&A over the codebase.",0,1,2025-09-12T18:30:43Z,2025-11-09T21:28:29Z,False,False,,Other,"agent-client-protocol, agentic-ai-architecture, agentic-ai-development, agentic-workflow, ai-agents, developer-experience, developer-productivity, production-application, productionready","Dockerfile, Python, Shell, PowerShell",0,User
R_kgDOPrM9zg,osteele/cmd-runner,A smart command runner that finds and executes commands across different build systems and project types,0,0,2025-09-07T03:18:47Z,2025-12-11T10:37:03Z,False,False,,MIT License,"automation, build-tools, cli, command-runner, developer-productivity, development-tools, go",Go,0,User
R_kgDOPptCPA,MohamedSci/Project-Structure-Tree-Generator,"A JavaScript (Node.js) solution that generates a professional and organized directory tree for your repository. The script outputs everything into a single .txt file, making it easy to document, share, or review project structure with your team.",0,0,2025-09-04T10:22:43Z,2025-09-20T18:23:12Z,False,False,https://www.linkedin.com/in/mohamedsaidibrahim/,Apache License 2.0,"automation, code-organization, developer-productivity, directory-tree, documentation, file-system, javascript, project-management, project-structure, repo-visualization",JavaScript,0,User
R_kgDOPlIksw,korkridake/GitHub-Copilot-for-SWE,"Mastering GitHub Copilot 👀 Accelerate developer productivity with GitHub Copilot, the most widely adopted AI-developer tool available for any platform.",0,0,2025-08-27T11:41:32Z,2025-08-27T14:30:23Z,False,False,https://github.com/features/copilot,MIT License,"ai, ai-agents, developer-productivity, developer-tools, github, github-copilot, github-copilot-chat, github-copilot-extensions, software-development",,0,User
R_kgDOPk_UBw,on-the-ground/decision-driven-development,Enforce every code change with immutable decision history. Decision-Driven Development with Git hooks 🚀,0,0,2025-08-27T06:21:45Z,2025-09-09T05:57:49Z,False,False,,MIT License,"adr, architecture-decision-record, developer-productivity, devtools, documentation, git-hooks, knowledge-management, software-architecture, decision-driven-development",Shell,0,Organization
R_kgDOPfzmpA,KubrickCode/tlog,"🔍 Add temporary debug logs instantly, remove them cleanly. Insert console.log with [TLOG] prefix, then bulk-delete before commit.",0,0,2025-08-18T09:30:48Z,2025-11-12T04:47:32Z,False,False,https://marketplace.visualstudio.com/items?itemName=KubrickCode.tlog-vscode,MIT License,"code-cleanup, console-log, debug-helper, debugging-tools, developer-productivity, vscode-extension, debug-cleanup, javascript-debugging, logging-management, temporary-logging","Shell, TypeScript, Just, JavaScript",2,User
R_kgDOPekXew,blueprint-platform/codegen-blueprint,"Hexagonal, profile-driven blueprint engine that generates clean, consistent, and architecturally enforceable service scaffolding — starting with Spring Boot and designed for extensibility across frameworks and languages.",0,0,2025-08-15T16:39:38Z,2025-12-28T09:30:06Z,False,False,,Other,"cli-tool, developer-productivity, freemarker, hexagonal-architecture, java, maven, ports-and-adapters, project-generator, architecture-as-code, clean-architecture","Java, FreeMarker, Shell, Fluent",0,Organization
R_kgDOPeK8cw,RoderickGrc/syntropic,"Turn large codebases and documents into LLM-ready material from an optimized side view. Fast navigation, smart filters, and optional token counting to avoid breaking context.",0,0,2025-08-14T22:41:55Z,2025-08-16T02:34:22Z,False,False,,MIT License,"ai-tools, code-explorer, developer-productivity, llm, prompt-engineering, vscode-extension","JavaScript, CSS",0,User
R_kgDOPcrRfg,massdriver-cloud/workshop-chaos-to-control,"Platform Engineering workshop: Build production-ready AWS serverless stack (DynamoDB + Lambda + API Gateway) with Infrastructure as Code. Learn DevOps automation, self-service infrastructure, Terraform best practices & developer productivity in 3-4 hours.",0,0,2025-08-12T13:11:41Z,2025-08-13T03:36:21Z,False,False,,,"developer-productivity, devops, infrastructure-as-code, infrastructure-automation, opentofu, platform-engineering, self-service-infrastructure, terraform, workshop","Makefile, HCL, Dockerfile, JavaScript",0,Organization
R_kgDOPWykcw,stivens/sbt-how-to-distribute-test-execution-easily,How can SBT be used to distribute test execution easily,0,0,2025-08-01T19:55:37Z,2025-08-08T12:11:33Z,False,False,,MIT License,"ci-cd, developer-productivity, github-actions, parallel-testing, sbt, scala, test-distribution, test-optimization, test-parallelization",Scala,0,User
R_kgDOPJUULA,biesior/boxer,A retro-flavored CLI styling toolbox for the modern terminal artisan.,0,0,2025-07-09T01:04:48Z,2025-07-20T01:06:18Z,False,False,,MIT License,"ansi-art, box-drawing, cli, cli-toolkit, composer-package, contributor-friendly, developer-experience, developer-productivity, devtools, open-source","Shell, PHP",0,User
R_kgDOPINAiQ,gh0stfrk/gitzy,gitzy is a cross-platform command-line tool for managing and switching between multiple GitHub identities,0,0,2025-07-07T07:48:27Z,2025-07-13T11:20:07Z,False,False,https://gh0stfrk.github.io/gitzy/,MIT License,"cli, golang, tool, utility, developer-productivity, developer-tools","Shell, Makefile, Go, PowerShell",0,User
R_kgDOPHWp5w,trgr-karasutoragara/PipCanSelfReliance,Automated Python package installation from requirements.txt. Simple 2-step process with progress logging for researchers.,0,0,2025-07-05T14:34:06Z,2025-07-29T07:49:57Z,False,False,https://independent.academia.edu/TrgrKarasuToragara,MIT License,"academic-tools, automation-script, cross-platform, developer-productivity, development-tools, environment-setup, package-installation, python-automation, reproducible-environments, time-saving",Python,0,User
R_kgDOPD5i3Q,LMLK-seal/GitBit,GitBit is a Python-based GitHub bot that streamlines issue management for repository maintainers.,0,1,2025-06-29T17:05:31Z,2025-06-30T20:19:55Z,False,False,,MIT License,"bot, ci-cd, developer-productivity, devops-tools, github-actions, github-bot, github-marketplace, issue-management, machine-learning, maintainer-tools",Python,0,User
R_kgDOPBl5QA,Nouman-blip/typesafex,"Prevent your Python code from lying, before it ships.   Runtime contracts. Type enforcement. Safety you can trust ,  even when static types can't help.",0,0,2025-06-25T10:36:43Z,2025-07-13T15:24:28Z,False,False,,,"code-quality, contracts, developer-tools, plugin-architecture, python, python-decorators, runtime-safety, runtime-validation, type-checking, type-safety",Python,0,User
R_kgDOO_Vwog,Nuraj250/vscode-git-commit-assistant,"Smart commit messages, emoji prefixes, and mindful Zen quotes ,right from your VS Code Git panel.",0,0,2025-06-21T06:09:36Z,2025-06-24T07:02:52Z,False,False,,,"commit-conventions, commit-message, developer-productivity, devtools, emoji-commit, git-commit, git-helper, semantic-commits, vscode-extension, vscode-plugin",TypeScript,0,User
R_kgDOO8YsKg,mucahitgurbuz/ai-code-context,AI-powered code documentation that actually helps - automatically generate and maintain contextual documentation for code changes using git diffs and AI,0,0,2025-06-16T08:23:47Z,2025-06-16T11:52:54Z,False,False,,MIT License,"ai, anthropic, automation, cli, code-analysis, code-documentation, developer-productivity, developer-tools, documentation, documentation-generator","Shell, JavaScript, TypeScript",0,User
R_kgDOO4cItw,Ravihakhan21/developer-productivity-analysis,"Data Science project analyzing developer productivity using machine learning to predict task success based on coding habits, sleep, meetings, and distractions.",0,0,2025-06-09T05:49:46Z,2025-06-09T06:29:42Z,False,False,,MIT License,"binary-classification, data-science, developer-productivity, google-colab, kaggle, machine-learning, python, random-forest",Jupyter Notebook,0,User
R_kgDOOyxFVw,VelOptix/DevDiscovery-AI,"AI-powered platform for discovering and evaluating open-source projects across multiple platforms. Features smart analysis, advanced filtering, and comprehensive project metrics.",0,1,2025-05-29T17:00:26Z,2025-06-03T19:26:41Z,False,False,https://devdiscovery-ai.netlify.app,MIT License,"ai, ai-project, code-quality, developer-experience, developer-productivity, developer-tools, github-api, gitlab-api, open-source, package-manager","TypeScript, HTML, JavaScript",0,Organization
